objectid,objectid_1,input_fid,near_fid,distance,distmet,distmiles,from_county,fromschoolnum,fromschool,fromlat,fromlon,tocounty,toschoolnum,toschoolname,tolat,tolon,tsid,fsid,tcoid,fcoid,copairid
503435,503435,1033,1632,.48642051,54060.289,33.591496,LEVY,231,WILLISTON ELEMENTARY SCHOOL,29.376045,-82.446136,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,29.629139,-82.030746,1663,869,50,35,281
905020,905020,1632,1033,.48642051,54060.289,33.591496,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,29.629139,-82.030746,LEVY,231,WILLISTON ELEMENTARY SCHOOL,29.376045,-82.446136,871,1664,35,50,281
502730,502730,1032,1630,.52119166,57924.723,35.992741,LEVY,92,JOYCE M. BULLOCK ELEM. SCHOOL,29.38599,-82.451599,PUTNAM,121,MELROSE ELEMENTARY SCHOOL,29.709049,-82.04261,1661,868,50,35,281
503274,503274,1033,1765,.6595605,73302.898,45.548294,LEVY,231,WILLISTON ELEMENTARY SCHOOL,29.376045,-82.446136,SUMTER,102,WILDWOOD ELEMENTARY SCHOOL,28.857233,-82.038887,1796,869,56,35,282
976417,976417,1765,1033,.6595605,73302.898,45.548294,SUMTER,102,WILDWOOD ELEMENTARY SCHOOL,28.857233,-82.038887,LEVY,231,WILLISTON ELEMENTARY SCHOOL,29.376045,-82.446136,871,1795,35,56,282
502568,502568,1032,1765,.67075515,74547.055,46.321377,LEVY,92,JOYCE M. BULLOCK ELEM. SCHOOL,29.38599,-82.451599,SUMTER,102,WILDWOOD ELEMENTARY SCHOOL,28.857233,-82.038887,1796,868,56,35,282
976418,976418,1765,1032,.67075515,74547.055,46.321377,SUMTER,102,WILDWOOD ELEMENTARY SCHOOL,28.857233,-82.038887,LEVY,92,JOYCE M. BULLOCK ELEM. SCHOOL,29.38599,-82.451599,870,1795,35,56,282
974736,974736,1763,1033,.6884765,76516.586,47.545189,SUMTER,181,LAKE PANASOFFKEE ELEM. SCHOOL,28.768162,-82.12291,LEVY,231,WILLISTON ELEMENTARY SCHOOL,29.376045,-82.446136,871,1796,35,56,282
976600,976600,1766,1031,.48473677,53873.16,33.47522,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,29.962242,-82.921455,LEVY,241,CHIEFLAND ELEMENTARY SCHOOL,29.480194,-82.870468,869,1800,35,57,283
502144,502144,1031,1766,.48473677,53873.16,33.47522,LEVY,241,CHIEFLAND ELEMENTARY SCHOOL,29.480194,-82.870468,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,29.962242,-82.921455,1797,870,57,35,283
501763,501763,1030,1766,.5796985,64427.109,40.033138,LEVY,1011,BRONSON ELEMENTARY SCHOOL,29.461695,-82.629044,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,29.962242,-82.921455,1797,871,57,35,283
976601,976601,1766,1030,.5796985,64427.109,40.033138,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,29.962242,-82.921455,LEVY,1011,BRONSON ELEMENTARY SCHOOL,29.461695,-82.629044,868,1800,35,57,283
502752,502752,1032,1766,.7435261,82634.742,51.346832,LEVY,92,JOYCE M. BULLOCK ELEM. SCHOOL,29.38599,-82.451599,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,29.962242,-82.921455,1797,868,57,35,283
501774,501774,1030,1773,.62189323,69116.594,42.947048,LEVY,1011,BRONSON ELEMENTARY SCHOOL,29.461695,-82.629044,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,1804,871,59,35,284
502763,502763,1032,1773,.6389184,71008.75,44.12278,LEVY,92,JOYCE M. BULLOCK ELEM. SCHOOL,29.38599,-82.451599,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,1804,868,59,35,284
503469,503469,1033,1773,.64788336,72005.109,44.741886,LEVY,231,WILLISTON ELEMENTARY SCHOOL,29.376045,-82.446136,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,1804,869,59,35,284
502155,502155,1031,1773,.74870974,83210.852,51.704811,LEVY,241,CHIEFLAND ELEMENTARY SCHOOL,29.480194,-82.870468,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,1804,870,59,35,284
503807,503807,1035,1768,.34078518,37874.523,23.53413,MADISON,101,LEE ELEMENTARY SCHOOL,30.424309,-83.305595,SUWANNEE,42,SUWANNEE INTERMEDIATE SCHOOL,30.283506,-82.995262,1799,873,57,36,285
503808,503808,1035,1767,.34928438,38819.117,24.121073,MADISON,101,LEE ELEMENTARY SCHOOL,30.424309,-83.305595,SUWANNEE,60,SUWANNEE ELEMENTARY SCHOOL,30.27829,-82.988297,1798,873,57,36,285
503920,503920,1036,1768,.45463997,50528.23,31.396778,MADISON,8010,MADISON TAP PROGRAM,30.471157,-83.40937,SUWANNEE,42,SUWANNEE INTERMEDIATE SCHOOL,30.283506,-82.995262,1799,875,57,36,285
503921,503921,1036,1767,.46313706,51472.59,31.983574,MADISON,8010,MADISON TAP PROGRAM,30.471157,-83.40937,SUWANNEE,60,SUWANNEE ELEMENTARY SCHOOL,30.27829,-82.988297,1798,875,57,36,285
504032,504032,1037,1768,.47213754,52472.895,32.605137,MADISON,111,PINETTA ELEMENTARY SCHOOL,30.594431,-83.350563,SUWANNEE,42,SUWANNEE INTERMEDIATE SCHOOL,30.283506,-82.995262,1799,874,57,36,285
977707,977707,1770,1034,.34199691,38009.195,23.617811,TAYLOR,141,PERRY PRIMARY SCHOOL,30.123398,-83.570145,MADISON,91,GREENVILLE ELEMENTARY SCHOOL,30.458242,-83.639725,872,1803,36,58,286
503659,503659,1034,1770,.34199691,38009.195,23.617811,MADISON,91,GREENVILLE ELEMENTARY SCHOOL,30.458242,-83.639725,TAYLOR,141,PERRY PRIMARY SCHOOL,30.123398,-83.570145,1801,872,58,36,286
977915,977915,1772,1034,.34280205,38098.676,23.673414,TAYLOR,51,TAYLOR COUNTY PRE-K,30.121204,-83.577126,MADISON,91,GREENVILLE ELEMENTARY SCHOOL,30.458242,-83.639725,872,1802,36,58,286
977708,977708,1770,1036,.38312605,42580.246,26.45813,TAYLOR,141,PERRY PRIMARY SCHOOL,30.123398,-83.570145,MADISON,8010,MADISON TAP PROGRAM,30.471157,-83.40937,874,1803,36,58,286
977916,977916,1772,1036,.38808486,43131.363,26.800577,TAYLOR,51,TAYLOR COUNTY PRE-K,30.121204,-83.577126,MADISON,8010,MADISON TAP PROGRAM,30.471157,-83.40937,874,1802,36,58,286
503655,503655,1034,1825,.70926297,78826.773,48.980671,MADISON,91,GREENVILLE ELEMENTARY SCHOOL,30.458242,-83.639725,WAKULLA,72,DISTRICT PRE-K PROGRAMS,30.197561,-84.299347,1856,872,61,36,287
503673,503673,1034,1829,.72048038,80073.469,49.755333,MADISON,91,GREENVILLE ELEMENTARY SCHOOL,30.458242,-83.639725,WAKULLA,91,SHADEVILLE ELEMENTARY SCHOOL,30.216524,-84.318443,1860,872,61,36,287
1011376,1011376,1829,1034,.72048038,80073.469,49.755333,WAKULLA,91,SHADEVILLE ELEMENTARY SCHOOL,30.216524,-84.318443,MADISON,91,GREENVILLE ELEMENTARY SCHOOL,30.458242,-83.639725,872,1859,36,61,287
503653,503653,1034,1827,.79139537,87954.891,54.652618,MADISON,91,GREENVILLE ELEMENTARY SCHOOL,30.458242,-83.639725,WAKULLA,9046,PREK TAPP BABIES,30.176701,-84.379349,1858,872,61,36,287
503656,503656,1034,1824,.8022992,89166.734,55.405621,MADISON,91,GREENVILLE ELEMENTARY SCHOOL,30.458242,-83.639725,WAKULLA,31,CRAWFORDVILLE ELEMENTARY SCHOOL,30.182083,-84.392998,1855,872,61,36,287
743360,743360,1407,1062,.34652838,38512.816,23.930748,PALM BEACH,771,STARLIGHT COVE ELEMENTARY SCHL,27.851027,-82.755638,MANATEE,281,PALM VIEW ELEMENTARY SCHOOL,27.567141,-82.556915,900,1374,37,46,288
517935,517935,1062,1407,.34652838,38512.816,23.930748,MANATEE,281,PALM VIEW ELEMENTARY SCHOOL,27.567141,-82.556915,PALM BEACH,771,STARLIGHT COVE ELEMENTARY SCHL,27.851027,-82.755638,1438,883,46,37,288
504276,504276,1038,1407,.35118198,39030.016,24.252119,MANATEE,31,ANNA MARIA ELEMENTARY SCHOOL,27.502586,-82.71183,PALM BEACH,771,STARLIGHT COVE ELEMENTARY SCHL,27.851027,-82.755638,1438,876,46,37,288
743357,743357,1407,1038,.35118198,39030.016,24.252119,PALM BEACH,771,STARLIGHT COVE ELEMENTARY SCHL,27.851027,-82.755638,MANATEE,31,ANNA MARIA ELEMENTARY SCHOOL,27.502586,-82.71183,876,1374,37,46,288
512950,512950,1053,1407,.35811108,39800.105,24.730633,MANATEE,631,IDA M. STEWART ELEMENTARY SCHL,27.511538,-82.641663,PALM BEACH,771,STARLIGHT COVE ELEMENTARY SCHL,27.851027,-82.755638,1438,894,46,37,288
759041,759041,1432,1071,.60734415,67499.617,41.942307,PASCO,59,DENHAM OAKS ELEMENTARY SCHOOL,28.177446,-82.41053,MANATEE,791,VIRGIL MILLS ELEMENTARY SCHOOL,27.575354,-82.490211,909,1455,37,47,289
523220,523220,1071,1450,.62099409,69016.664,42.884953,MANATEE,791,VIRGIL MILLS ELEMENTARY SCHOOL,27.575354,-82.490211,PASCO,117,ODESSA ELEMENTARY SCHOOL,28.18755,-82.594376,1481,903,47,37,289
772038,772038,1450,1071,.62099409,69016.664,42.884953,PASCO,117,ODESSA ELEMENTARY SCHOOL,28.18755,-82.594376,MANATEE,791,VIRGIL MILLS ELEMENTARY SCHOOL,27.575354,-82.490211,909,1470,37,47,289
772040,772040,1450,1062,.62153774,69077.086,42.922497,PASCO,117,ODESSA ELEMENTARY SCHOOL,28.18755,-82.594376,MANATEE,281,PALM VIEW ELEMENTARY SCHOOL,27.567141,-82.556915,900,1470,37,47,289
518137,518137,1062,1450,.62153774,69077.086,42.922497,MANATEE,281,PALM VIEW ELEMENTARY SCHOOL,27.567141,-82.556915,PASCO,117,ODESSA ELEMENTARY SCHOOL,28.18755,-82.594376,1481,883,47,37,289
517849,517849,1062,1477,.17239724,19160.057,11.905503,MANATEE,281,PALM VIEW ELEMENTARY SCHOOL,27.567141,-82.556915,PINELLAS,231,BAY VISTA FUNDAMENTAL ELEM.,27.714977,-82.645599,1508,883,48,37,290
791411,791411,1477,1062,.17239724,19160.057,11.905503,PINELLAS,231,BAY VISTA FUNDAMENTAL ELEM.,27.714977,-82.645599,MANATEE,281,PALM VIEW ELEMENTARY SCHOOL,27.567141,-82.556915,900,1508,37,48,290
517850,517850,1062,1476,.18212356,20241.031,12.577189,MANATEE,281,PALM VIEW ELEMENTARY SCHOOL,27.567141,-82.556915,PINELLAS,161,BAY POINT ELEMENTARY SCHOOL,27.715862,-82.662041,1507,883,48,37,290
790830,790830,1476,1062,.18212356,20241.031,12.577189,PINELLAS,161,BAY POINT ELEMENTARY SCHOOL,27.715862,-82.662041,MANATEE,281,PALM VIEW ELEMENTARY SCHOOL,27.567141,-82.556915,900,1507,37,48,290
517840,517840,1062,1509,.19546698,21724.004,13.498667,MANATEE,281,PALM VIEW ELEMENTARY SCHOOL,27.567141,-82.556915,PINELLAS,2281,MAXIMO ELEMENTARY SCHOOL,27.72468,-82.672623,1540,883,48,37,290
504967,504967,1039,1590,.55709344,61914.809,38.472065,MANATEE,811,ANNIE LUCY WILLIAMS ELEMENTARY SCHOOL,27.543356,-82.423714,POLK,1151,KINGSFORD ELEMENTARY SCHOOL,27.886669,-81.984978,1621,905,49,37,291
870316,870316,1590,1039,.55709344,61914.809,38.472065,POLK,1151,KINGSFORD ELEMENTARY SCHOOL,27.886669,-81.984978,MANATEE,811,ANNIE LUCY WILLIAMS ELEMENTARY SCHOOL,27.543356,-82.423714,877,1614,37,49,291
870314,870314,1590,1050,.55821842,62039.84,38.549759,POLK,1151,KINGSFORD ELEMENTARY SCHOOL,27.886669,-81.984978,MANATEE,701,GENE WITT ELEMENTARY SCHOOL,27.498024,-82.385681,888,1614,37,49,291
511332,511332,1050,1590,.55821842,62039.84,38.549759,MANATEE,701,GENE WITT ELEMENTARY SCHOOL,27.498024,-82.385681,POLK,1151,KINGSFORD ELEMENTARY SCHOOL,27.886669,-81.984978,1621,899,49,37,291
504954,504954,1039,1609,.57393092,63786.105,39.634838,MANATEE,811,ANNIE LUCY WILLIAMS ELEMENTARY SCHOOL,27.543356,-82.423714,POLK,1141,PURCELL ELEMENTARY SCHOOL,27.897589,-81.972137,1640,905,49,37,291
521753,521753,1069,1698,0,0,0,MANATEE,2086,SELBY PRESCHOOL,27.38125,-82.471214,SARASOTA,1351,COMMUNITY HAVEN/ADULTS AND CHILDREN,27.38125,-82.471214,1690,909,52,37,292
930541,930541,1698,1069,0,0,0,SARASOTA,1351,COMMUNITY HAVEN/ADULTS AND CHILDREN,27.38125,-82.471214,MANATEE,2086,SELBY PRESCHOOL,27.38125,-82.471214,907,1711,37,52,292
937149,937149,1710,1051,.0057980171,644.3858,.40040267,SARASOTA,1323,PINNACLE ACADEMY INC.,27.430708,-82.395264,MANATEE,771,GILBERT W MCNEAL ELEM SCHOOL,27.424976,-82.394379,889,1708,37,52,292
934376,934376,1705,1069,.03409275,3789.0342,2.3543959,SARASOTA,261,GOCIO ELEMENTARY SCHOOL,27.362385,-82.499611,MANATEE,2086,SELBY PRESCHOOL,27.38125,-82.471214,907,1694,37,52,292
521750,521750,1069,1705,.03409275,3789.0342,2.3543959,MANATEE,2086,SELBY PRESCHOOL,27.38125,-82.471214,SARASOTA,261,GOCIO ELEMENTARY SCHOOL,27.362385,-82.499611,1697,909,52,37,292
550293,550293,1103,1285,.40902659,45458.805,28.246782,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,ORANGE,461,ZELLWOOD ELEMENTARY,28.735418,-81.601341,1316,926,44,38,293
668360,668360,1285,1103,.40902659,45458.805,28.246782,ORANGE,461,ZELLWOOD ELEMENTARY,28.735418,-81.601341,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,941,1222,38,44,293
666758,666758,1283,1103,.45866984,50976.105,31.675074,ORANGE,1751,WOLF LAKE ELEMENTARY,28.729626,-81.545151,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,941,1304,38,44,293
550294,550294,1103,1283,.45866984,50976.105,31.675074,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,ORANGE,1751,WOLF LAKE ELEMENTARY,28.729626,-81.545151,1314,926,44,38,293
550295,550295,1103,1249,.49256501,54743.18,34.015823,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,ORANGE,1011,ROCK SPRINGS ELEMENTARY,28.720011,-81.511177,1280,926,44,38,293
674202,674202,1292,1103,.81264776,90316.859,56.120277,OSCEOLA,931,FLORA RIDGE ELEMENTARY SCHOOL,28.332838,-81.436035,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,941,1337,38,45,294
550059,550059,1103,1292,.81264776,90316.859,56.120277,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,OSCEOLA,931,FLORA RIDGE ELEMENTARY SCHOOL,28.332838,-81.436035,1323,926,45,38,294
676623,676623,1295,1103,.82243574,91404.68,56.796219,OSCEOLA,42,KISSIMMEE ELEMENTARY SCHOOL,28.31727,-81.440399,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,941,1317,38,45,294
550057,550057,1103,1295,.82243574,91404.68,56.796219,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,OSCEOLA,42,KISSIMMEE ELEMENTARY SCHOOL,28.31727,-81.440399,1326,926,45,38,294
675776,675776,1294,1103,.83971345,93324.914,57.989395,OSCEOLA,71,HIGHLANDS ELEMENTARY SCHOOL,28.317648,-81.411491,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,941,1320,38,45,294
766031,766031,1441,1104,.5479126,60894.461,37.838051,PASCO,321,LACOOCHEE ELEMENTARY SCHOOL,28.458279,-82.174141,MARION,571,SUNRISE ELEMENTARY SCHOOL,29.005733,-82.196526,942,1483,38,47,295
551033,551033,1104,1441,.5479126,60894.461,37.838051,MARION,571,SUNRISE ELEMENTARY SCHOOL,29.005733,-82.196526,PASCO,321,LACOOCHEE ELEMENTARY SCHOOL,28.458279,-82.174141,1472,931,47,38,295
537848,537848,1089,1441,.57417178,63812.875,39.65147,MARION,591,HARBOUR VIEW ELEMENTARY SCHOOL,29.009453,-82.013268,PASCO,321,LACOOCHEE ELEMENTARY SCHOOL,28.458279,-82.174141,1472,933,47,38,295
766042,766042,1441,1089,.57417178,63812.875,39.65147,PASCO,321,LACOOCHEE ELEMENTARY SCHOOL,28.458279,-82.174141,MARION,591,HARBOUR VIEW ELEMENTARY SCHOOL,29.009453,-82.013268,927,1483,38,47,295
766037,766037,1441,1094,.57659435,64082.117,39.818768,PASCO,321,LACOOCHEE ELEMENTARY SCHOOL,28.458279,-82.174141,MARION,731,MARION OAKS ELEMENTARY SCHOOL,29.034569,-82.192871,932,1483,38,47,295
550041,550041,1103,1608,.80237728,89175.406,55.411011,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,POLK,881,POLK CITY ELEMENTARY SCHOOL,28.182074,-81.823074,1639,926,49,38,296
886615,886615,1608,1103,.80237728,89175.406,55.411011,POLK,881,POLK CITY ELEMENTARY SCHOOL,28.182074,-81.823074,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,941,1606,38,49,296
550026,550026,1103,1615,.81148851,90188.023,56.040222,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,POLK,1901,SOCRUM ELEMENTARY SCHOOL,28.170071,-82.016113,1646,926,49,38,296
892628,892628,1615,1103,.81148851,90188.023,56.040222,POLK,1901,SOCRUM ELEMENTARY SCHOOL,28.170071,-82.016113,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,941,1645,38,49,296
550027,550027,1103,1611,.83073246,92326.773,57.369179,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,POLK,1841,R. CLEM CHURCHWELL ELEMENTARY,28.148354,-81.988487,1642,926,49,38,296
905024,905024,1632,1102,.29898483,33228.875,20.647459,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,29.629139,-82.030746,MARION,381,SPARR ELEMENTARY SCHOOL,29.339392,-82.104492,940,1664,38,50,297
905025,905025,1632,1097,.3112748,34594.77,21.496187,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,29.629139,-82.030746,MARION,162,REDDICK-COLLIER ELEM. SCHOOL,29.367847,-82.199921,935,1664,38,50,297
525743,525743,1075,1632,.34945124,38837.66,24.132597,MARION,71,ANTHONY ELEMENTARY SCHOOL,29.288851,-82.110252,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,29.629139,-82.030746,1663,913,50,38,297
904983,904983,1632,1075,.34945124,38837.66,24.132597,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,29.629139,-82.030746,MARION,71,ANTHONY ELEMENTARY SCHOOL,29.288851,-82.110252,913,1664,38,50,297
549503,549503,1102,1626,.3585484,39848.711,24.760834,MARION,381,SPARR ELEMENTARY SCHOOL,29.339392,-82.104492,PUTNAM,201,INTERLACHEN ELEMENTARY SCHOOL,29.624401,-81.886948,1657,924,50,38,297
550125,550125,1103,1757,.56996542,63345.387,39.360985,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,SEMINOLE,651,WEKIVA ELEMENTARY SCHOOL,28.688189,-81.44001,1749,926,53,38,298
969924,969924,1757,1103,.56996542,63345.387,39.360985,SEMINOLE,651,WEKIVA ELEMENTARY SCHOOL,28.688189,-81.44001,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,941,1742,38,53,298
550128,550128,1103,1721,.57304239,63687.359,39.573479,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,SEMINOLE,31,BEAR LAKE ELEMENTARY SCHOOL,28.666473,-81.449783,1713,926,53,38,298
550292,550292,1103,1749,.581496,64626.883,40.157272,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,SEMINOLE,581,SABAL POINT ELEMENTARY SCHOOL,28.703705,-81.418106,1741,926,53,38,298
964174,964174,1749,1103,.581496,64626.883,40.157272,SEMINOLE,581,SABAL POINT ELEMENTARY SCHOOL,28.703705,-81.418106,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,941,1738,38,53,298
531069,531069,1081,1650,.68985087,76669.336,47.640102,MARION,181,EAST MARION ELEMENTARY SCHOOL,29.200272,-81.91066,ST. JOHNS,461,SOUTH WOODS ELEMENTARY SCHOOL,29.726576,-81.464684,1768,917,54,38,299
913424,913424,1650,1081,.68985087,76669.336,47.640102,ST. JOHNS,461,SOUTH WOODS ELEMENTARY SCHOOL,29.726576,-81.464684,MARION,181,EAST MARION ELEMENTARY SCHOOL,29.200272,-81.91066,919,1770,38,54,299
549505,549505,1102,1650,.74784297,83114.516,51.644951,MARION,381,SPARR ELEMENTARY SCHOOL,29.339392,-82.104492,ST. JOHNS,461,SOUTH WOODS ELEMENTARY SCHOOL,29.726576,-81.464684,1768,924,54,38,299
913463,913463,1650,1102,.74784297,83114.516,51.644951,ST. JOHNS,461,SOUTH WOODS ELEMENTARY SCHOOL,29.726576,-81.464684,MARION,381,SPARR ELEMENTARY SCHOOL,29.339392,-82.104492,940,1770,38,54,299
525751,525751,1075,1650,.77997434,86685.563,53.863895,MARION,71,ANTHONY ELEMENTARY SCHOOL,29.288851,-82.110252,ST. JOHNS,461,SOUTH WOODS ELEMENTARY SCHOOL,29.726576,-81.464684,1768,913,54,38,299
538012,538012,1089,1765,.1543595,17155.361,10.659844,MARION,591,HARBOUR VIEW ELEMENTARY SCHOOL,29.009453,-82.013268,SUMTER,102,WILDWOOD ELEMENTARY SCHOOL,28.857233,-82.038887,1796,933,56,38,300
526510,526510,1076,1765,.17219533,19137.617,11.891561,MARION,91,BELLEVIEW ELEMENTARY SCHOOL,29.026421,-82.070938,SUMTER,102,WILDWOOD ELEMENTARY SCHOOL,28.857233,-82.038887,1796,914,56,38,300
976379,976379,1765,1076,.17219533,19137.617,11.891561,SUMTER,102,WILDWOOD ELEMENTARY SCHOOL,28.857233,-82.038887,MARION,91,BELLEVIEW ELEMENTARY SCHOOL,29.026421,-82.070938,914,1795,38,56,300
976357,976357,1765,1104,.21656944,24069.311,14.955972,SUMTER,102,WILDWOOD ELEMENTARY SCHOOL,28.857233,-82.038887,MARION,571,SUNRISE ELEMENTARY SCHOOL,29.005733,-82.196526,942,1795,38,56,300
976363,976363,1765,1094,.23485699,26101.771,16.218884,SUMTER,102,WILDWOOD ELEMENTARY SCHOOL,28.857233,-82.038887,MARION,731,MARION OAKS ELEMENTARY SCHOOL,29.034569,-82.192871,932,1795,38,56,300
545158,545158,1097,1773,.66528738,73939.375,45.943783,MARION,162,REDDICK-COLLIER ELEM. SCHOOL,29.367847,-82.199921,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,1804,916,59,38,301
978016,978016,1773,1097,.66528738,73939.375,45.943783,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,MARION,162,REDDICK-COLLIER ELEM. SCHOOL,29.367847,-82.199921,935,1804,38,59,301
549528,549528,1102,1773,.71950978,79965.594,49.688305,MARION,381,SPARR ELEMENTARY SCHOOL,29.339392,-82.104492,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,1804,924,59,38,301
978015,978015,1773,1102,.71950978,79965.594,49.688305,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,MARION,381,SPARR ELEMENTARY SCHOOL,29.339392,-82.104492,940,1804,38,59,301
535471,535471,1086,1773,.75311923,83700.914,52.009323,MARION,211,FESSENDEN ELEMENTARY SCHOOL,29.27973,-82.191673,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,1804,919,59,38,301
530977,530977,1081,1803,.44906572,49908.715,31.011827,MARION,181,EAST MARION ELEMENTARY SCHOOL,29.200272,-81.91066,VOLUSIA,4831,PIERSON ELEMENTARY SCHOOL,29.242062,-81.463547,1834,917,60,38,302
997775,997775,1803,1081,.44906572,49908.715,31.011827,VOLUSIA,4831,PIERSON ELEMENTARY SCHOOL,29.242062,-81.463547,MARION,181,EAST MARION ELEMENTARY SCHOOL,29.200272,-81.91066,919,1830,38,60,302
550371,550371,1103,1803,.53759277,59747.52,37.125378,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,VOLUSIA,4831,PIERSON ELEMENTARY SCHOOL,29.242062,-81.463547,1834,926,60,38,302
997686,997686,1803,1103,.53759277,59747.52,37.125378,VOLUSIA,4831,PIERSON ELEMENTARY SCHOOL,29.242062,-81.463547,MARION,401,STANTON-WEIRSDALE ELEMENTARY,28.977118,-81.93132,941,1830,38,60,302
997764,997764,1803,1087,.56552464,62851.84,39.05431,VOLUSIA,4831,PIERSON ELEMENTARY SCHOOL,29.242062,-81.463547,MARION,671,GREENWAY ELEMENTARY SCHOOL,29.121,-82.015961,925,1830,38,60,302
567522,567522,1155,1121,.39241606,43612.727,27.099684,OKEECHOBEE,171,EVERGLADES ELEMENTARY SCHOOL,27.237518,-80.789955,MARTIN,131,WARFIELD ELEMENTARY SCHOOL,27.022154,-80.461922,959,1188,39,43,303
561564,561564,1121,1155,.39241606,43612.727,27.099684,MARTIN,131,WARFIELD ELEMENTARY SCHOOL,27.022154,-80.461922,OKEECHOBEE,171,EVERGLADES ELEMENTARY SCHOOL,27.237518,-80.789955,1186,951,43,39,303
561561,561561,1121,1158,.42368293,47087.695,29.258928,MARTIN,131,WARFIELD ELEMENTARY SCHOOL,27.022154,-80.461922,OKEECHOBEE,112,SOUTH ELEMENTARY SCHOOL,27.220833,-80.836128,1189,951,43,39,303
561560,561560,1121,1159,.42693189,47448.785,29.483299,MARTIN,131,WARFIELD ELEMENTARY SCHOOL,27.022154,-80.461922,OKEECHOBEE,9004,STUDENT SERV./SPECIAL PROGRAMS,27.236429,-80.831184,1190,951,43,39,303
570394,570394,1159,1121,.42693189,47448.785,29.483299,OKEECHOBEE,9004,STUDENT SERV./SPECIAL PROGRAMS,27.236429,-80.831184,MARTIN,131,WARFIELD ELEMENTARY SCHOOL,27.022154,-80.461922,959,1190,39,43,303
555941,555941,1111,1369,.12028448,13368.297,8.3066721,MARTIN,111,HOBE SOUND ELEMENTARY SCHOOL,27.063583,-80.128387,PALM BEACH,2031,LIMESTONE CREEK ELEM. SCHOOL,26.943609,-80.137016,1400,950,46,39,304
718194,718194,1362,1111,.13474375,14975.286,9.3052082,PALM BEACH,71,JUPITER ELEMENTARY SCHOOL,26.931702,-80.100777,MARTIN,111,HOBE SOUND ELEMENTARY SCHOOL,27.063583,-80.128387,949,1347,39,46,304
555943,555943,1111,1362,.13474375,14975.286,9.3052082,MARTIN,111,HOBE SOUND ELEMENTARY SCHOOL,27.063583,-80.128387,PALM BEACH,71,JUPITER ELEMENTARY SCHOOL,26.931702,-80.100777,1393,950,46,39,304
717616,717616,1361,1111,.13587393,15100.894,9.3832569,PALM BEACH,1651,JERRY THOMAS ELEMENTARY SCHOOL,26.927752,-80.125053,MARTIN,111,HOBE SOUND ELEMENTARY SCHOOL,27.063583,-80.128387,949,1396,39,46,304
