annualGrammy,category,awardType,awardFor,name
24,"Best Gospel Performance, Traditional",Individual,The Masters V,The Masters V
24,"Best Soul Gospel Performance, Contemporary",Individual,Don't Give Up,Don't Give Up
24,"Best Soul Gospel Performance, Traditional",Individual,The Lord Will Make A Way,The Lord Will Make A Way
24,Best Inspirational Performance,Individual,Amazing Grace,Amazing Grace
24,Best Ethnic Or Traditional Recording,Work,There Must Be A Better World Somewhere,B.B. King
24,Best Latin Recording,Individual,Guajira Pa La Jeva,Guajira Pa La Jeva
24,Best Recording For Children,Individual,Sesame Country,Sesame Country
24,Best Comedy Recording,Individual,Rev. Du Rite,Rev. Du Rite
24,"Best Spoken Word, Documentary Or Drama Recording",Individual,Donovan's Brain,Donovan's Brain
24,Best Instrumental Composition,Individual,The Theme From Hill Street Blues,The Theme From Hill Street Blues
24,Best Album Of Original Score Written For A Motion Picture Or A Television Special,Work,Raiders Of The Lost Ark,John Williams
24,Best Cast Show Album,Individual,"Lena Horne - The Lady And Her Music, Live On Broadway","Lena Horne - The Lady And Her Music, Live On Broadway"
24,Video Of The Year,Individual,Michael Nesmith In Elephant Parts,Michael Nesmith In Elephant Parts
24,"Best Jazz Vocal Performance, Female",Work,Digital III At Montreaux,Ella Fitzgerald
24,"Best Jazz Vocal Performance, Male",Individual,Blue Rondo A La Turk,Blue Rondo A La Turk
24,"Best Jazz Vocal Performance, Duo Or Group",Individual,Until I Met You (Corner Pocket),Until I Met You (Corner Pocket)
24,"Best Jazz Instrumental Performance, Soloist",Individual,Bye Bye Blackbird,Bye Bye Blackbird
24,"Best Jazz Instrumental Performance, Group",Work,"Chick Corea & Gary Burton In Concert - Zurich, October 28, 1979",Chick Corea
24,"Best Jazz Instrumental Performance, Big Band",Individual,Walk On The Water,Walk On The Water
24,Best Arrangement On An Instrumental Recording,Work,Velas,Quincy Jones
24,Best Instrumental Arrangement Accompanying Vocal(s),Work,Ai No Corrida,Quincy Jones
24,Best Vocal Arrangement For Two Or More Voices,Individual,A Nightingale Sang In Berkeley Square,A Nightingale Sang In Berkeley Square
24,Best Album Package,Individual,Tattoo You,Tattoo You
24,Best Album Notes,Individual,Erroll Garner - Master Of The Keyboard,Erroll Garner - Master Of The Keyboard
24,Best Historical Album,Individual,Hoagy Carmichael - From Stardust To Ole Buttermilk Sky,Hoagy Carmichael - From Stardust To Ole Buttermilk Sky
24,Best Engineered Recording - Non-Classical,Individual,Gaucho,Gaucho
24,Producer Of The Year,Work,Quincy Jones,Quincy Jones
24,Best Classical Album,Work,Mahler: Symphony No. 2 In C Minor,Georg Solti
24,Best Classical Orchestral Recording,Work,Mahler: Symphony No. 2 In C Minor,Georg Solti
24,Best Opera Recording,Individual,Janácek: From The House Of The Dead,Janácek: From The House Of The Dead
24,Best Choral Performance (Other Than Opera),Individual,Haydn: The Creation,Haydn: The Creation
24,Best Chamber Music Performance,Individual,Tchaikovsky: Piano Trio In A Minor,Tchaikovsky: Piano Trio In A Minor
24,Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),Individual,Isaac Stern 60th Anniversary Celebration,Isaac Stern 60th Anniversary Celebration
24,Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),Work,The Horowitz Concerts 1979/80,Vladimir Horowitz
24,Best Classical Vocal Soloist Performance,Individual,Live From Lincoln Center - Sutherland/Horne/Pavarotti,Live From Lincoln Center - Sutherland/Horne/Pavarotti
24,"Best Engineered Recording, Classical",Individual,Isaac Stern 60th Anniversary Celebration,Isaac Stern 60th Anniversary Celebration
24,Classical Producer Of The Year,Individual,James Mallinson,James Mallinson
25,Record Of The Year,Individual,Rosanna,Rosanna
25,Album Of The Year,Individual,Toto IV,Toto IV
25,Song Of The Year,Individual,Always On My Mind,Always On My Mind
25,Best New Artist,Individual,Men At Work,Men At Work
25,"Best Pop Vocal Performance, Female",Individual,You Should Hear How She Talks About You,You Should Hear How She Talks About You
25,"Best Pop Vocal Performance, Male",Work,Truly,Lionel Richie
25,Best Pop Performance By A Duo Or Group With Vocal,Individual,Up Where We Belong,Up Where We Belong
25,Best Pop Instrumental Performance,Individual,Chariots Of Fire Theme (Dance Version),Chariots Of Fire Theme (Dance Version)
25,"Best Rock Vocal Performance, Female",Individual,Shadows Of The Night,Shadows Of The Night
25,"Best Rock Vocal Performance, Male",Individual,Hurts So Good,Hurts So Good
25,Best Rock Performance By A Duo Or Group With Vocal,Individual,Eye Of The Tiger,Eye Of The Tiger
25,Best Rock Instrumental Performance,Individual,D.N.A.,D.N.A.
25,"Best R&B Vocal Performance, Female",Individual,And I Am Telling You I'm Not Going,And I Am Telling You I'm Not Going
25,"Best R&B Vocal Performance, Male",Individual,Sexual Healing,Sexual Healing
25,Best R&B Performance By A Duo Or Group With Vocal,Individual,Let It Whip,Let It Whip
25,Best R&B Instrumental Performance,Individual,Sexual Healing (Instrumental Version),Sexual Healing (Instrumental Version)
25,Best Rhythm & Blues Song,Individual,Turn Your Love Around,Turn Your Love Around
25,"Best Jazz Fusion Performance, Vocal Or Instrumental",Work,Offramp,Pat Metheny
25,"Best Country Vocal Performance, Female",Individual,Break It To Me Gently,Break It To Me Gently
25,"Best Country Vocal Performance, Male",Work,Always On My Mind,Willie Nelson
25,Best Country Performance By A Duo Or Group With Vocal,Individual,Mountain Music,Mountain Music
25,Best Country Instrumental Performance,Individual,Alabama Jubilee,Alabama Jubilee
25,Best Country Song,Individual,Always On My Mind,Always On My Mind
25,"Best Gospel Performance, Contemporary",Individual,Age To Age,Age To Age
25,"Best Gospel Performance, Traditional",Individual,I'm Following You,I'm Following You
25,"Best Soul Gospel Performance, Contemporary",Individual,Higher Plane,Higher Plane
25,"Best Soul Gospel Performance, Traditional",Individual,Precious Lord,Precious Lord
25,Best Inspirational Performance,Individual,He Set My Life To Music,He Set My Life To Music
25,Best Traditional Blues Recording,Individual,Alright Again,Alright Again
25,Best Ethnic Or Traditional Folk Recording,Individual,Queen Ida & The Bon Temps Zydeco Band On Tour,Queen Ida & The Bon Temps Zydeco Band On Tour
25,Best Latin Recording,Individual,Machito & His Salsa Big Band '82,Machito & His Salsa Big Band '82
25,Best Recording For Children,Individual,In Harmony 2,In Harmony 2
25,Best Comedy Recording,Individual,Live On The Sunset Strip,Live On The Sunset Strip
25,"Best Spoken Word, Documentary Or Drama Recording",Individual,Raiders Of The Lost Ark - The Movie On Record,Raiders Of The Lost Ark - The Movie On Record
25,Best Instrumental Composition,Work,Flying - Theme From E.T. The Extra-Terrestrial,John Williams
25,Best Album Of Original Score Written For A Motion Picture Or Television Special,Work,E.T. The Extra-Terrestrial,John Williams
25,Best Cast Show Album,Individual,Dreamgirls,Dreamgirls
25,Video Of The Year,Individual,Olivia Physical,Olivia Physical
25,"Best Jazz Vocal Performance, Female",Individual,Gershwin Live!,Gershwin Live!
25,"Best Jazz Vocal Performance, Male",Individual,An Evening With George Shearing & Mel Tormé,An Evening With George Shearing & Mel Tormé
25,Best Jazz Vocal Performance Duo Or Group,Individual,Route 66,Route 66
25,"Best Jazz Instrumental Performance, Soloist",Individual,We Want Miles,We Want Miles
25,"Best Jazz Instrumental Performance, Group",Individual,More Live,More Live
25,"Best Jazz Instrumental Performance, Big Band",Individual,Warm Breeze,Warm Breeze
25,Best Arrangement On An Instrumental Recording,Work,Flying,John Williams
25,Best Instrumental Arrangement Accompanying Vocal(s),Individual,Rosanna,Rosanna
25,Best Vocal Arrangement For Two Or More Voices,Individual,Rosanna,Rosanna
25,Best Album Package,Individual,Get Closer,Get Closer
25,Best Album Notes,Individual,Bunny Berigan - Giants Of Jazz,Bunny Berigan - Giants Of Jazz
25,Best Historical Album,Individual,"The Tommy Dorsey/Frank Sinatra Sessions - Vols. 1 ,2 & 3","The Tommy Dorsey/Frank Sinatra Sessions - Vols. 1 ,2 & 3"
25,Best Engineered Recording - Non-Classical,Individual,Toto IV,Toto IV
25,Producer Of The Year,Individual,Toto,Toto
25,Best Classical Album,Individual,Bach: The Goldberg Variations,Bach: The Goldberg Variations
25,Best Orchestral Performance,Individual,Mahler: Sym. No. 7 In E Min. (Song Of The Night),Mahler: Sym. No. 7 In E Min. (Song Of The Night)
25,Best Opera Recording,Work,Wagner: Der Ring Des Nibelungen,Pierre Boulez
25,Best Choral Performance (Other Than Opera),Work,Berlioz: La Damnation De Faust,Georg Solti
25,Best Chamber Music Performance,Individual,"Brahms: The Sonatas For Clarinet & Piano, Op. 120","Brahms: The Sonatas For Clarinet & Piano, Op. 120"
25,"Best Classical Performance, Instrumental Soloist (With Orchestra)",Individual,Elgar: Violin Concerto In B Minor,Elgar: Violin Concerto In B Minor
25,"Best Classical Performance, Instrumental Soloist (Without Orchestra)",Individual,Bach: The Goldberg Variations,Bach: The Goldberg Variations
25,Best Classical Vocal Soloist Performance,Individual,Verdi: Arias (Leontyne Price Sings Verdi),Verdi: Arias (Leontyne Price Sings Verdi)
25,"Best Engineered Recording, Classical",Individual,Mahler: Symphony No. 7 In E Minor (Song Of The Night),Mahler: Symphony No. 7 In E Minor (Song Of The Night)
25,Classical Producer Of The Year,Work,Robert Woods,Robert Woods
26,Record Of The Year,Work,Beat It,Michael Jackson
26,Album Of The Year,Work,Thriller,Michael Jackson
26,Song Of The Year,Work,Every Breath You Take,Sting
26,Best New Artist,Individual,Culture Club,Culture Club
26,"Best Pop Vocal Performance, Female",Individual,Flashdance - What A Feeling,Flashdance - What A Feeling
26,"Best Pop Vocal Performance, Male",Work,Thriller,Michael Jackson
26,Best Pop Performance By A Duo Or Group With Vocal,Individual,Every Breath You Take,Every Breath You Take
26,Best Pop Instrumental Performance,Individual,Being With You,Being With You
26,"Best Rock Vocal Performance, Female",Individual,Love Is A Battlefield,Love Is A Battlefield
26,"Best Rock Vocal Performance, Male",Work,Beat It,Michael Jackson
26,Best Rock Performance By A Duo Or Group With Vocal,Individual,Synchronicity,Synchronicity
26,Best Rock Instrumental Performance,Work,Brimstone And Treacle,Sting
26,"Best R&B Vocal Performance, Female",Individual,Chaka Khan,Chaka Khan
26,"Best R&B Vocal Performance, Male",Work,Billie Jean,Michael Jackson
26,Best R&B Performance By A Duo Or Group With Vocal,Individual,Ain't Nobody,Ain't Nobody
26,Best R&B Instrumental Performance,Work,Rockit,Herbie Hancock
26,Best Rhythm & Blues Song,Work,Billie Jean,Michael Jackson
26,"Best Jazz Fusion Performance, Vocal Or Instrumental",Individual,Travels,Travels
26,"Best Country Vocal Performance, Female",Individual,A Little Good News,A Little Good News
26,"Best Country Vocal Performance, Male",Individual,I.O.U.,I.O.U.
26,Best Country Performance By A Duo Or Group With Vocal,Individual,The Closer You Get...,The Closer You Get...
26,Best Country Instrumental Performance,Individual,Fireball,Fireball
26,Best New Country Song,Individual,Stranger In My House,Stranger In My House
26,"Best Gospel Performance, Female",Individual,Ageless Medley,Ageless Medley
26,"Best Gospel Performance, Male",Individual,Walls Of Glass,Walls Of Glass
26,Best Gospel Performance By A Duo Or Group,Individual,More Than Wonderful,More Than Wonderful
26,"Best Soul Gospel Performance, Female",Individual,We Sing Praises,We Sing Praises
26,"Best Soul Gospel Performance, Male",Individual,I'll Rise Again,I'll Rise Again
26,Best Soul Gospel Performance By A Duo Or Group,Individual,I'm So Glad I'm Standing Here Today,I'm So Glad I'm Standing Here Today
26,Best Inspirational Performance,Individual,He's A Rebel,He's A Rebel
26,Best Latin Pop Performance,Individual,Me Enamore,Me Enamore
26,Best Tropical Latin Performance,Individual,On Broadway,On Broadway
26,Best Mexican-American Performance,Individual,Anselma,Anselma
26,Best Traditional Blues Recording,Work,Blues 'N' Jazz,B.B. King
26,Best Ethnic Or Traditional Folk Recording,Individual,I'm Here,I'm Here
26,Best Recording For Children,Work,E.T. The Extra-Terrestrial,Michael Jackson
26,Best Comedy Recording,Individual,Eddie Murphy: Comedian,Eddie Murphy: Comedian
26,Best Spoken Word Or Non-Musical Recording,Individual,Copland: A Lincoln Portrait,Copland: A Lincoln Portrait
26,Best Instrumental Composition,Individual,Love Theme From Flashdance,Love Theme From Flashdance
26,Best Album Of Original Score Written For A Motion Picture Or A Television Special,Individual,Flashdance,Flashdance
26,Best Cast Show Album,Individual,Cats (Complete Original Broadway Cast Recording),Cats (Complete Original Broadway Cast Recording)
26,"Best Video, Short Form",Individual,Girls On Film/Hungry Like The Wolf,Girls On Film/Hungry Like The Wolf
26,Best Video Album,Individual,Duran Duran,Duran Duran
26,"Best Jazz Vocal Performance, Female",Work,The Best Is Yet To Come,Ella Fitzgerald
26,"Best Jazz Vocal Performance, Male",Individual,Top Drawer,Top Drawer
26,"Best Jazz Vocal Performance, Duo Or Group",Individual,Why Not!,Why Not!
26,"Best Jazz Instrumental Performance, Soloist",Individual,Think Of One,Think Of One
26,"Best Jazz Instrumental Performance, Group",Individual,At The Vanguard,At The Vanguard
26,"Best Jazz Instrumental Performance, Big Band",Individual,All In Good Time,All In Good Time
26,Best Arrangement On An Instrumental,Individual,Summer Sketches '82,Summer Sketches '82
26,Best Instrumental Arrangement Accompanying Vocal(s),Individual,What's New,What's New
26,Best Vocal Arrangement For Two Or More Voices,Individual,Be Bop Medley,Be Bop Medley
26,Best Album Package,Individual,Speaking In Tongues,Speaking In Tongues
26,Best Album Notes,Individual,The Interplay Sessions,The Interplay Sessions
26,Best Historical Album,Individual,"The Greatest Recordings Of Arturo Toscanini - Symphonies, Vol. I","The Greatest Recordings Of Arturo Toscanini - Symphonies, Vol. I"
26,Best Engineered Recording - Non-Classical,Work,Thriller,Michael Jackson
26,Producer Of The Year (Non-Classical),Work,Michael Jackson & Quincy Jones,Michael Jackson
26,Best Classical Album,Work,Mahler: Symphony No. 9 In D,Georg Solti
26,Best Orchestral Recording,Work,Mahler: Symphony No. 9 In D,Georg Solti
26,Best Opera Recording,Work,Mozart: Le Nozze Di Figaro,Georg Solti
26,Best Choral Performance (Other Than Opera),Work,Haydn: The Creation,Georg Solti
26,Best Chamber Music Performance,Individual,"Brahms: Sonata For Cello And Piano In E Minor, Op. 38 And Sonata In F, Op. 99","Brahms: Sonata For Cello And Piano In E Minor, Op. 38 And Sonata In F, Op. 99"
26,Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),Individual,Haydn: Trumpet Concerto In E Flat/L. Mozart: Trumpet  Concerto In D/Hummel: Trumpet Concerto In E Flat,Haydn: Trumpet Concerto In E Flat/L. Mozart: Trumpet  Concerto In D/Hummel: Trumpet Concerto In E Flat
26,Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),Individual,Beethoven: Piano Sonatas Nos. 12 & 13,Beethoven: Piano Sonatas Nos. 12 & 13
26,Best Classical Vocal Soloist Performance,Individual,Leontyne Price & Marilyn Horne In Concert At The Met,Leontyne Price & Marilyn Horne In Concert At The Met
26,"Best Engineered Recording, Classical",Individual,Mahler: Symphony No. 9 In D,Mahler: Symphony No. 9 In D
