objectid,objectid_1,input_fid,near_fid,distance,distmet,distmiles,from_county,fromschoolnum,fromschool,fromlat,fromlon,tocounty,toschoolnum,toschoolname,tolat,tolon,tsid,fsid,tcoid,fcoid,copairid,from_lat_lon,to_lat_lon,drive_time,commute_dist
312448,312448,711,1249,0.79494017,88348.852,54.897415,FLAGLER,22,BUNNELL ELEMENTARY SCHOOL,29.472683,-81.255417,ORANGE,1011,ROCK SPRINGS ELEMENTARY,28.720011,-81.511177,1280,548,44,17,158,29.472683+-81.255417,28.720011+-81.511177,81.6,65.49438777539171
640097,640097,1249,711,0.79494017,88348.852,54.897415,ORANGE,1011,ROCK SPRINGS ELEMENTARY,28.720011,-81.511177,FLAGLER,22,BUNNELL ELEMENTARY SCHOOL,29.472683,-81.255417,549,1256,17,44,158,28.720011+-81.511177,29.472683+-81.255417,80.76666666666667,65.42230871709218
666892,666892,1283,711,0.79754686,88638.563,55.077431,ORANGE,1751,WOLF LAKE ELEMENTARY,28.729626,-81.545151,FLAGLER,22,BUNNELL ELEMENTARY SCHOOL,29.472683,-81.255417,549,1304,17,44,158,28.729626+-81.545151,29.472683+-81.255417,80.48333333333333,64.36597769028872
312447,312447,711,1283,0.79754686,88638.563,55.077431,FLAGLER,22,BUNNELL ELEMENTARY SCHOOL,29.472683,-81.255417,ORANGE,1751,WOLF LAKE ELEMENTARY,28.729626,-81.545151,1314,548,44,17,158,29.472683+-81.255417,28.729626+-81.545151,80.08333333333333,64.35603575121291
584171,584171,1177,711,0.81121618,90157.758,56.021416,ORANGE,991,CLAY SPRINGS ELEMENTARY,28.689039,-81.465118,FLAGLER,22,BUNNELL ELEMENTARY SCHOOL,29.472683,-81.255417,549,1255,17,44,158,28.689039+-81.465118,29.472683+-81.255417,82.56666666666666,71.6024665950847
311971,311971,710,1631,0.30202913,33567.215,20.857695,FLAGLER,301,BELLE TERRE ELEMENTARY SCHOOL,29.583397,-81.258392,PUTNAM,251,MIDDLETON-BURNEY ELEMENTARY,29.439547,-81.523964,1662,553,50,17,159,29.583397+-81.258392,29.439547+-81.523964,49.45,40.361165791776024
904465,904465,1631,714,0.32447654,36062,22.407881,PUTNAM,251,MIDDLETON-BURNEY ELEMENTARY,29.439547,-81.523964,FLAGLER,70,PALM HARBOR ACADEMY,29.581694,-81.232277,552,1663,17,50,159,29.439547+-81.523964,29.581694+-81.232277,53.36666666666667,45.115898154776104
900989,900989,1625,710,0.32520601,36143.07,22.458258,PUTNAM,211,BROWNING-PEARCE ELEM. SCHOOL,29.61034,-81.582481,FLAGLER,301,BELLE TERRE ELEMENTARY SCHOOL,29.583397,-81.258392,548,1662,17,50,159,29.61034+-81.582481,29.583397+-81.258392,38.38333333333333,32.69158116599061
314932,314932,715,1625,0.34755412,38626.816,24.001583,FLAGLER,51,RYMFIRE ELEMENTARY SCHOOL,29.501812,-81.252304,PUTNAM,211,BROWNING-PEARCE ELEM. SCHOOL,29.61034,-81.582481,1656,549,50,17,159,29.501812+-81.252304,29.61034+-81.582481,31.216666666666665,27.109803746122644
313730,313730,713,1631,0.35049334,38953.48,24.204563,FLAGLER,201,OLD KINGS ELEMENTARY SCHOOL,29.472498,-81.175018,PUTNAM,251,MIDDLETON-BURNEY ELEMENTARY,29.439547,-81.523964,1662,552,50,17,159,29.472498+-81.175018,29.439547+-81.523964,46.36666666666667,36.399303070070786
312486,312486,711,1733,0.66910565,74363.734,46.20747,FLAGLER,22,BUNNELL ELEMENTARY SCHOOL,29.472683,-81.255417,SEMINOLE,21,HAMILTON ELEMENTARY SCHOOL,28.803583,-81.252663,1725,548,53,17,160,29.472683+-81.255417,28.803583+-81.252663,66.53333333333333,59.44409647657679
312476,312476,711,1754,0.67013603,74478.25,46.278625,FLAGLER,22,BUNNELL ELEMENTARY SCHOOL,29.472683,-81.255417,SEMINOLE,9218,TAPP CHILDCARE CENTER,28.802547,-81.255157,1746,548,53,17,160,29.472683+-81.255417,28.802547+-81.255157,64.13333333333334,58.45673765211166
964998,964998,1750,711,0.6707558,74547.125,46.321423,SEMINOLE,9235,SCPS EARLY LEARNING COALITION,28.801929,-81.256958,FLAGLER,22,BUNNELL ELEMENTARY SCHOOL,29.472683,-81.255417,549,1752,17,53,160,28.801929+-81.256958,29.472683+-81.255417,62.05,59.29558876163207
312477,312477,711,1750,0.6707558,74547.125,46.321423,FLAGLER,22,BUNNELL ELEMENTARY SCHOOL,29.472683,-81.255417,SEMINOLE,9235,SCPS EARLY LEARNING COALITION,28.801929,-81.256958,1742,548,53,17,160,29.472683+-81.255417,28.801929+-81.256958,63.233333333333334,58.40827069911715
313653,313653,713,1733,0.67340457,74841.516,46.504345,FLAGLER,201,OLD KINGS ELEMENTARY SCHOOL,29.472498,-81.175018,SEMINOLE,21,HAMILTON ELEMENTARY SCHOOL,28.803583,-81.252663,1725,552,53,17,160,29.472498+-81.175018,28.803583+-81.252663,61.6,57.5868179829794
312021,312021,710,1655,0.21275544,23645.428,14.692583,FLAGLER,301,BELLE TERRE ELEMENTARY SCHOOL,29.583397,-81.258392,ST. JOHNS,261,W. DOUGLAS HARTLEY ELEMENTARY,29.789549,-81.310982,1773,553,54,17,161,29.583397+-81.258392,29.789549+-81.310982,20.566666666666666,16.32155710649805
915913,915913,1655,710,0.21275544,23645.428,14.692583,ST. JOHNS,261,W. DOUGLAS HARTLEY ELEMENTARY,29.789549,-81.310982,FLAGLER,301,BELLE TERRE ELEMENTARY SCHOOL,29.583397,-81.258392,548,1761,17,54,161,29.789549+-81.310982,29.583397+-81.258392,20.666666666666668,16.347654696572018
314347,314347,714,1655,0.22225736,24701.461,15.348771,FLAGLER,70,PALM HARBOR ACADEMY,29.581694,-81.232277,ST. JOHNS,261,W. DOUGLAS HARTLEY ELEMENTARY,29.789549,-81.310982,1773,550,54,17,161,29.581694+-81.232277,29.789549+-81.310982,18.9,16.20287520878072
312015,312015,710,1650,0.2511116,27908.291,17.341402,FLAGLER,301,BELLE TERRE ELEMENTARY SCHOOL,29.583397,-81.258392,ST. JOHNS,461,SOUTH WOODS ELEMENTARY SCHOOL,29.726576,-81.464684,1768,553,54,17,161,29.583397+-81.258392,29.726576+-81.464684,24.85,22.788788475304223
312024,312024,710,1645,0.27075726,30091.691,18.698105,FLAGLER,301,BELLE TERRE ELEMENTARY SCHOOL,29.583397,-81.258392,ST. JOHNS,361,OTIS A. MASON ELEMENTARY SCHOOL,29.828278,-81.373901,1763,553,54,17,161,29.583397+-81.258392,29.828278+-81.373901,22.65,21.61688240674461
997112,997112,1802,713,0.20420186,22694.791,14.101885,VOLUSIA,761,PATHWAYS ELEMENTARY SCHOOL,29.27223,-81.135124,FLAGLER,201,OLD KINGS ELEMENTARY SCHOOL,29.472498,-81.175018,551,1807,17,60,162,29.27223+-81.135124,29.472498+-81.175018,19.9,16.057474349797182
313695,313695,713,1804,0.20573749,22865.459,14.207933,FLAGLER,201,OLD KINGS ELEMENTARY SCHOOL,29.472498,-81.175018,VOLUSIA,821,PINE TRAIL ELEMENTARY SCHOOL,29.276024,-81.113983,1835,552,60,17,162,29.472498+-81.175018,29.276024+-81.113983,21.033333333333335,16.288003062117234
313717,313717,713,1797,0.22236866,24713.83,15.356457,FLAGLER,201,OLD KINGS ELEMENTARY SCHOOL,29.472498,-81.175018,VOLUSIA,1114,ORMOND BEACH ELEMENTARY SCHOOL,29.283655,-81.057602,1828,552,60,17,162,29.472498+-81.175018,29.283655+-81.057602,23.033333333333335,16.865878270897955
993983,993983,1797,713,0.22236866,24713.83,15.356457,VOLUSIA,1114,ORMOND BEACH ELEMENTARY SCHOOL,29.283655,-81.057602,FLAGLER,201,OLD KINGS ELEMENTARY SCHOOL,29.472498,-81.175018,551,1810,17,60,162,29.283655+-81.057602,29.472498+-81.175018,20.1,16.695001193032688
313715,313715,713,1799,0.22950034,25506.438,15.848961,FLAGLER,201,OLD KINGS ELEMENTARY SCHOOL,29.472498,-81.175018,VOLUSIA,4634,OSCEOLA ELEMENTARY SCHOOL,29.286777,-81.040192,1830,552,60,17,162,29.472498+-81.175018,29.286777+-81.040192,27.4,17.13990296667462
317113,317113,727,719,0.65219569,72484.375,45.039688,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,GADSDEN,141,GREENSBORO ELEMENTARY SCHOOL,30.570299,-84.73642,557,563,18,21,163,30.105957+-85.194405,30.570299+-84.73642,56.78333333333333,51.22211286089239
315380,315380,719,727,0.65219569,72484.375,45.039688,GADSDEN,141,GREENSBORO ELEMENTARY SCHOOL,30.570299,-84.73642,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,565,555,21,18,163,30.570299+-84.73642,30.105957+-85.194405,58.333333333333336,51.11399427344309
315212,315212,717,727,0.69528019,77272.742,48.015041,GADSDEN,151,CHATTAHOOCHEE ELEMENTARY SCHL,30.701052,-84.834846,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,565,556,21,18,163,30.701052+-84.834846,30.105957+-85.194405,67.5,56.45033007237731
317114,317114,727,717,0.69528019,77272.742,48.015041,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,GADSDEN,151,CHATTAHOOCHEE ELEMENTARY SCHL,30.701052,-84.834846,555,563,18,21,163,30.105957+-85.194405,30.701052+-84.834846,66.35,56.31424978127734
317117,317117,727,718,0.76581371,85111.773,52.885986,GULF,22,WEWAHITCHKA ELEMENTARY SCHOOL,30.105957,-85.194405,GADSDEN,41,GEORGE W. MUNROE ELEM. SCHOOL,30.591024,-84.601799,556,563,18,21,163,30.105957+-85.194405,30.591024+-84.601799,69.41666666666667,60.478679511651954
462850,462850,934,717,0.10656431,11843.451,7.3591771,JACKSON,171,SNEADS ELEMENTARY SCHOOL,30.704605,-84.941353,GADSDEN,151,CHATTAHOOCHEE ELEMENTARY SCHL,30.701052,-84.834846,555,769,18,30,164,30.704605+-84.941353,30.701052+-84.834846,11.75,6.994154139823431
315432,315432,719,934,0.24502087,27231.375,16.920786,GADSDEN,141,GREENSBORO ELEMENTARY SCHOOL,30.570299,-84.73642,JACKSON,171,SNEADS ELEMENTARY SCHOOL,30.704605,-84.941353,772,555,30,18,164,30.570299+-84.73642,30.704605+-84.941353,26.9,25.023239282589675
315177,315177,716,934,0.38212714,42469.227,26.389147,GADSDEN,8016,BOLD STEP INFANT CARE,30.580011,-84.580109,JACKSON,171,SNEADS ELEMENTARY SCHOOL,30.704605,-84.941353,772,558,30,18,164,30.580011+-84.580109,30.704605+-84.941353,38.266666666666666,26.742573371510378
462854,462854,934,716,0.38212714,42469.227,26.389147,JACKSON,171,SNEADS ELEMENTARY SCHOOL,30.704605,-84.941353,GADSDEN,8016,BOLD STEP INFANT CARE,30.580011,-84.580109,554,769,18,30,164,30.704605+-84.941353,30.580011+-84.580109,37.43333333333333,26.63259067048437
462851,462851,934,721,0.38247642,42508.047,26.413267,JACKSON,171,SNEADS ELEMENTARY SCHOOL,30.704605,-84.941353,GADSDEN,201,STEWART STREET ELEMENTARY SCHL,30.576237,-84.581062,559,769,18,30,164,30.704605+-84.941353,30.576237+-84.581062,35.88333333333333,33.17190109759007
315525,315525,720,1011,0.24078304,26760.387,16.628128,GADSDEN,9026,HEAD START PROGRAM,30.57723,-84.578545,LEON,1161,CANOPY OAKS ELEMENTARY SCHOOL,30.510735,-84.34713,849,559,34,18,165,30.57723+-84.578545,30.510735+-84.34713,26.866666666666667,18.25402151435616
500019,500019,1011,720,0.24078304,26760.387,16.628128,LEON,1161,CANOPY OAKS ELEMENTARY SCHOOL,30.510735,-84.34713,GADSDEN,9026,HEAD START PROGRAM,30.57723,-84.578545,558,863,18,34,165,30.510735+-84.34713,30.57723+-84.578545,27.783333333333335,18.452238924679868
501377,501377,1028,720,0.25403416,28233.104,17.543232,LEON,501,SPRINGWOOD ELEMENTARY SCHOOL,30.492649,-84.339005,GADSDEN,9026,HEAD START PROGRAM,30.57723,-84.578545,558,859,18,34,165,30.492649+-84.339005,30.57723+-84.578545,24.266666666666666,20.61274656008908
501376,501376,1028,721,0.25608119,28460.607,17.684597,LEON,501,SPRINGWOOD ELEMENTARY SCHOOL,30.492649,-84.339005,GADSDEN,201,STEWART STREET ELEMENTARY SCHL,30.576237,-84.581062,559,859,18,34,165,30.492649+-84.339005,30.576237+-84.581062,23.733333333333334,20.52575459317585
315149,315149,716,1028,0.25644159,28500.662,17.709486,GADSDEN,8016,BOLD STEP INFANT CARE,30.580011,-84.580109,LEON,501,SPRINGWOOD ELEMENTARY SCHOOL,30.492649,-84.339005,866,558,34,18,165,30.580011+-84.580109,30.492649+-84.339005,26.516666666666666,20.88055754394337
1011305,1011305,1828,720,0.38999209,43343.332,26.932289,WAKULLA,15,RIVERSINK ELEMENTARY SCHOOL,30.257444,-84.355324,GADSDEN,9026,HEAD START PROGRAM,30.57723,-84.578545,558,1856,18,61,166,30.257444+-84.355324,30.57723+-84.578545,44.15,38.91523502743975
315485,315485,720,1828,0.38999209,43343.332,26.932289,GADSDEN,9026,HEAD START PROGRAM,30.57723,-84.578545,WAKULLA,15,RIVERSINK ELEMENTARY SCHOOL,30.257444,-84.355324,1859,559,61,18,166,30.57723+-84.578545,30.257444+-84.355324,45.4,38.95997375328084
1011304,1011304,1828,721,0.39062625,43413.813,26.976084,WAKULLA,15,RIVERSINK ELEMENTARY SCHOOL,30.257444,-84.355324,GADSDEN,201,STEWART STREET ELEMENTARY SCHL,30.576237,-84.581062,559,1856,18,61,166,30.257444+-84.355324,30.576237+-84.581062,43.63333333333333,38.828243060526525
315568,315568,721,1828,0.39062625,43413.813,26.976084,GADSDEN,201,STEWART STREET ELEMENTARY SCHL,30.576237,-84.581062,WAKULLA,15,RIVERSINK ELEMENTARY SCHOOL,30.257444,-84.355324,1859,557,61,18,166,30.576237+-84.581062,30.257444+-84.355324,44.25,38.87298178636761
315147,315147,716,1828,0.39316666,43696.148,27.15152,GADSDEN,8016,BOLD STEP INFANT CARE,30.580011,-84.580109,WAKULLA,15,RIVERSINK ELEMENTARY SCHOOL,30.257444,-84.355324,1859,558,61,18,166,30.580011+-84.580109,30.257444+-84.355324,44.95,38.917099141016465
315257,315257,717,1836,0.72193748,80235.406,49.855957,GADSDEN,151,CHATTAHOOCHEE ELEMENTARY SCHL,30.701052,-84.834846,WASHINGTON,41,KATE M. SMITH ELEMENTARY SCHOOL,30.771488,-85.553345,1867,556,63,18,167,30.701052+-84.834846,30.771488+-85.553345,52,51.949117155810065
1012224,1012224,1836,719,0.84132946,93504.516,58.100994,WASHINGTON,41,KATE M. SMITH ELEMENTARY SCHOOL,30.771488,-85.553345,GADSDEN,141,GREENSBORO ELEMENTARY SCHOOL,30.570299,-84.73642,557,1867,18,63,167,30.771488+-85.553345,30.570299+-84.73642,54.266666666666666,59.48137874811103
315426,315426,719,1836,0.84132946,93504.516,58.100994,GADSDEN,141,GREENSBORO ELEMENTARY SCHOOL,30.570299,-84.73642,WASHINGTON,41,KATE M. SMITH ELEMENTARY SCHOOL,30.771488,-85.553345,1867,555,63,18,167,30.570299+-84.73642,30.771488+-85.553345,54.1,59.46584446830509
317143,317143,728,722,0.73184186,81336.172,50.539936,HAMILTON,41,HAMILTON COUNTY ELEMENTARY SCHOOL,30.478722,-82.930061,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,560,566,19,22,168,30.478722+-82.930061,29.750734+-82.855049,63.666666666666664,60.48054362522866
315898,315898,722,729,0.78341985,87068.5,54.101841,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,HAMILTON,3201,TEEN PARENT PROGRAM PK,30.523642,-82.982964,567,560,22,19,168,29.750734+-82.855049,30.523642+-82.982964,74.65,59.85792969060685
462906,462906,935,722,0.43458638,48299.496,30.011906,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,30.054985,-83.165367,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,560,773,19,31,169,30.054985+-83.165367,29.750734+-82.855049,37.9,35.41318698799014
316078,316078,723,935,0.58681071,65217.555,40.524296,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,30.054985,-83.165367,773,561,31,19,169,29.619484+-82.772064,30.054985+-83.165367,53.6,48.1798795036984
316015,316015,723,1031,0.17054282,18953.959,11.77744,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,LEVY,241,CHIEFLAND ELEMENTARY SCHOOL,29.480194,-82.870468,869,561,35,19,170,29.619484+-82.772064,29.480194+-82.870468,18.283333333333335,14.034289747872425
502097,502097,1031,722,0.27098009,30116.457,18.713493,LEVY,241,CHIEFLAND ELEMENTARY SCHOOL,29.480194,-82.870468,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,560,870,19,35,170,29.480194+-82.870468,29.750734+-82.855049,26.983333333333334,21.879101049868765
315680,315680,722,1031,0.27098009,30116.457,18.713493,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,LEVY,241,CHIEFLAND ELEMENTARY SCHOOL,29.480194,-82.870468,869,560,35,19,170,29.750734+-82.855049,29.480194+-82.870468,26.983333333333334,21.880965163445477
501710,501710,1030,722,0.36690861,40777.855,25.338177,LEVY,1011,BRONSON ELEMENTARY SCHOOL,29.461695,-82.629044,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,560,871,19,35,170,29.461695+-82.629044,29.750734+-82.855049,32.766666666666666,27.488840173387416
316018,316018,723,1032,0.39650875,44067.586,27.38232,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,LEVY,92,JOYCE M. BULLOCK ELEM. SCHOOL,29.38599,-82.451599,870,561,35,19,170,29.619484+-82.772064,29.38599+-82.451599,33.5,30.526723932235743
315800,315800,722,1035,0.81036747,90063.43,55.962803,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,MADISON,101,LEE ELEMENTARY SCHOOL,30.424309,-83.305595,873,560,36,19,171,29.750734+-82.855049,30.424309+-83.305595,72.9,65.6739640499483
316022,316022,723,1097,0.62503779,69466.07,43.164204,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,MARION,162,REDDICK-COLLIER ELEM. SCHOOL,29.367847,-82.199921,935,561,38,19,172,29.619484+-82.772064,29.367847+-82.199921,52.25,46.469865982661254
530240,530240,1080,723,0.6503734,72281.852,44.913845,MARION,641,DUNNELLON ELEMENTARY SCHOOL,29.073784,-82.418236,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,561,936,19,38,172,29.073784+-82.418236,29.619484+-82.772064,61.68333333333333,55.766821760916244
315985,315985,723,1080,0.6503734,72281.852,44.913845,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,MARION,641,DUNNELLON ELEMENTARY SCHOOL,29.073784,-82.418236,918,561,38,19,172,29.619484+-82.772064,29.073784+-82.418236,60.81666666666667,55.77924918476099
316002,316002,723,1086,0.67252594,74743.859,46.443668,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,MARION,211,FESSENDEN ELEMENTARY SCHOOL,29.27973,-82.191673,924,561,38,19,172,29.619484+-82.772064,29.27973+-82.191673,60.95,55.11065378191362
535409,535409,1086,723,0.67252594,74743.859,46.443668,MARION,211,FESSENDEN ELEMENTARY SCHOOL,29.27973,-82.191673,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,561,919,19,38,172,29.27973+-82.191673,29.619484+-82.772064,60.86666666666667,52.17467489859222
903821,903821,1630,723,0.73493695,81680.156,50.753681,PUTNAM,121,MELROSE ELEMENTARY SCHOOL,29.709049,-82.04261,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,561,1659,19,50,173,29.709049+-82.04261,29.619484+-82.772064,66.05,48.041935099021714
316060,316060,723,1630,0.73493695,81680.156,50.753681,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,PUTNAM,121,MELROSE ELEMENTARY SCHOOL,29.709049,-82.04261,1661,561,50,19,173,29.619484+-82.772064,29.709049+-82.04261,68.71666666666667,50.65542233357194
316059,316059,723,1632,0.74137884,82396.109,51.198551,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,29.629139,-82.030746,1663,561,50,19,173,29.619484+-82.772064,29.629139+-82.030746,66.36666666666666,51.96837966276942
905038,905038,1632,723,0.74137884,82396.109,51.198551,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,29.629139,-82.030746,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,561,1664,19,50,173,29.629139+-82.030746,29.619484+-82.772064,67.4,51.80185218324982
315725,315725,722,1630,0.81351072,90412.773,56.179874,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,PUTNAM,121,MELROSE ELEMENTARY SCHOOL,29.709049,-82.04261,1661,560,50,19,173,29.750734+-82.855049,29.709049+-82.04261,74.05,54.96898115008351
976614,976614,1766,722,0.22168635,24637.998,15.309338,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,29.962242,-82.921455,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,560,1800,19,57,174,29.962242+-82.921455,29.750734+-82.855049,21.233333333333334,18.467773204485802
315741,315741,722,1766,0.22168635,24637.998,15.309338,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,29.962242,-82.921455,1797,560,57,19,174,29.750734+-82.855049,29.962242+-82.921455,21.7,18.4777151435616
316077,316077,723,1766,0.37389815,41554.664,25.820864,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,29.962242,-82.921455,1797,561,57,19,174,29.619484+-82.772064,29.962242+-82.921455,36.88333333333333,31.23570846257854
976613,976613,1766,723,0.37389815,41554.664,25.820864,SUWANNEE,89,BRANFORD ELEMENTARY SCHOOL,29.962242,-82.921455,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,561,1800,19,57,174,29.962242+-82.921455,29.619484+-82.772064,35.88333333333333,31.22638789469498
976876,976876,1767,722,0.54412299,60473.285,37.576347,SUWANNEE,60,SUWANNEE ELEMENTARY SCHOOL,30.27829,-82.988297,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,560,1799,19,57,174,30.27829+-82.988297,29.750734+-82.855049,46.05,40.58299530740476
315739,315739,722,1771,0.79914796,88816.508,55.188,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,TAYLOR,41,TAYLOR COUNTY ELEMENTARY SCHL,30.11982,-83.563858,1802,560,58,19,175,29.750734+-82.855049,30.11982+-83.563858,69.56666666666666,63.69551817386463
315740,315740,722,1770,0.80637372,89619.57,55.687,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,TAYLOR,141,PERRY PRIMARY SCHOOL,30.123398,-83.570145,1801,560,58,19,175,29.750734+-82.855049,30.123398+-83.570145,70.31666666666666,64.08760339616639
315738,315738,722,1772,0.81156701,90196.75,56.045643,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,TAYLOR,51,TAYLOR COUNTY PRE-K,30.121204,-83.577126,1803,560,58,19,175,29.750734+-82.855049,30.121204+-83.577126,70.95,64.29762685914261
978030,978030,1773,722,0.57247221,63623.992,39.534103,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,GILCHRIST,32,BELL ELEMENTARY SCHOOL,29.750734,-82.855049,560,1804,19,59,176,30.016451+-82.347977,29.750734+-82.855049,53.833333333333336,45.601810427105704
978029,978029,1773,723,0.58088881,64559.398,40.115337,UNION,31,LAKE BUTLER ELEMENTARY SCHOOL,30.016451,-82.347977,GILCHRIST,41,TRENTON ELEMENTARY SCHOOL,29.619484,-82.772064,561,1804,19,59,176,30.016451+-82.347977,29.619484+-82.772064,52.35,42.5726258649487
316647,316647,724,733,0.77024764,85604.555,53.192188,GLADES,59,GLADES WEST,26.80633,-81.441895,HARDEE,61,ZOLFO SPRINGS ELEMENTARY SCHOOL,27.495647,-81.785576,571,562,23,20,177,26.80633+-81.441895,27.495647+-81.785576,73.45,73.0086296031178
316700,316700,724,732,0.82738155,91954.359,57.137772,GLADES,59,GLADES WEST,26.80633,-81.441895,HARDEE,91,WAUCHULA ELEMENTARY SCHOOL,27.542351,-81.819824,570,562,23,20,177,26.80633+-81.441895,27.542351+-81.819824,84.15,78.60966952994512
316701,316701,724,731,0.842264,93608.383,58.165535,GLADES,59,GLADES WEST,26.80633,-81.441895,HARDEE,111,NORTH WAUCHULA ELEMENTARY SCHL,27.560741,-81.816422,569,562,23,20,177,26.80633+-81.441895,27.560741+-81.816422,82.15,78.57487274317982
317677,317677,730,724,0.86694276,96351.148,59.869812,HARDEE,11,HILLTOP ELEMENTARY SCHOOL,27.586382,-81.82019,GLADES,59,GLADES WEST,26.80633,-81.441895,562,568,20,23,177,27.586382+-81.82019,26.80633+-81.441895,83.38333333333334,80.14756323073252
323368,323368,737,724,0.040572207,4509.1543,2.8018579,HENDRY,192,EDWARD A. UPTHEGROVE ELEM.,26.765787,-81.4403,GLADES,59,GLADES WEST,26.80633,-81.441895,562,576,20,24,178,26.765787+-81.4403,26.80633+-81.441895,6.85,3.317500795355126
316488,316488,724,735,0.061605208,6846.7412,4.2543664,GLADES,59,GLADES WEST,26.80633,-81.441895,HENDRY,191,COUNTRY OAKS ELEMENTARY SCHOOL,26.752089,-81.412682,573,562,24,20,178,26.80633+-81.441895,26.752089+-81.412682,13.133333333333333,6.413793446273761
322059,322059,735,724,0.061605208,6846.7412,4.2543664,HENDRY,191,COUNTRY OAKS ELEMENTARY SCHOOL,26.752089,-81.412682,GLADES,59,GLADES WEST,26.80633,-81.441895,562,575,20,24,178,26.752089+-81.412682,26.80633+-81.441895,13.316666666666666,6.37899665950847
324201,324201,738,724,0.36965027,41082.563,25.527514,HENDRY,402,MONTURA EARLY LEARNING CENTER,26.641769,-81.110893,GLADES,59,GLADES WEST,26.80633,-81.441895,562,577,20,24,178,26.641769+-81.110893,26.80633+-81.441895,37.18333333333333,31.583676330231448
321517,321517,734,724,0.51464468,57197.098,35.540615,HENDRY,171,CENTRAL ELEMENTARY SCHOOL,26.745844,-80.930817,GLADES,59,GLADES WEST,26.80633,-81.441895,562,574,20,24,178,26.745844+-80.930817,26.80633+-81.441895,41.916666666666664,35.76861130994989
335607,335607,753,724,0.47646764,52954.137,32.904163,HIGHLANDS,31,LAKE COUNTRY ELEMENTARY SCHOOL,27.268641,-81.326607,GLADES,59,GLADES WEST,26.80633,-81.441895,562,590,20,26,179,27.268641+-81.326607,26.80633+-81.441895,37.516666666666666,38.61324862801241
316654,316654,724,754,0.49340153,54836.152,34.073593,GLADES,59,GLADES WEST,26.80633,-81.441895,HIGHLANDS,211,LAKE PLACID ELEMENTARY SCHOOL,27.294386,-81.369461,592,562,26,20,179,26.80633+-81.441895,27.294386+-81.369461,40.46666666666667,39.83921399029666
333864,333864,751,724,0.61731017,68607.234,42.630547,HIGHLANDS,71,CRACKER TRAIL ELEM. SCHOOL,27.423624,-81.44622,GLADES,59,GLADES WEST,26.80633,-81.441895,562,593,20,26,179,27.423624+-81.44622,26.80633+-81.441895,52.11666666666667,51.10280959198282
